Period,Treatment,Player,Color,Partner,LeftLocation,LeftValue,RightLocation,RightValue,RangeTotal,RangeOverlap,Revenue,TotalCost,Profit,GraphLeftX,GraphLeftY,GraphMiddleX,GraphMiddleY,GraphRightX,GraphRightY,BlueCost,RedCost
69,B,1,Blue,7,-4,0,-3.99,0.001249999,0.00999999,0.00999999,3.124994E-06,4.99999E-07,2.624995E-06,-4,0,0,0.5,4,0,0.01,0.01,
69,B,2,Blue,8,-2.3,0.2125,4,0,6.3,0,1.819375,0.19845,1.620925,-4,0,0,0.5,4,0,0.01,0.01,
69,B,3,Blue,5,-4,0,4,0,8,8,1,0.32,0.68,-4,0,0,0.5,4,0,0.01,0.01,
69,B,4,Blue,6,0.62,0.4225,0.63,0.42125,0.00999999,0,0.004218746,4.99999E-07,0.004218246,-4,0,0,0.5,4,0,0.01,0.01,
69,B,5,Red,3,-4,0,4,0,8,8,1,0.32,0.68,-4,0,0,0.5,4,0,0.01,0.01,
69,B,6,Red,4,3.8,0.02500001,3.81,0.02375001,0.00999999,0,0.0002437498,4.99999E-07,0.0002432498,-4,0,0,0.5,4,0,0.01,0.01,
69,B,7,Red,1,-4,0,-3.99,0.001249999,0.00999999,0.00999999,3.124994E-06,4.99999E-07,2.624995E-06,-4,0,0,0.5,4,0,0.01,0.01,
69,B,8,Red,2,-4,0,-3.99,0.001249999,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
70,B,1,Blue,7,-4,0,4,0,8,5.13,1.257403,0.32,0.9374031,-4,0,0,0.5,4,0,0.01,0.01,
70,B,2,Blue,8,-2.3,0.2125,4,0,6.3,0,1.819375,0.19845,1.620925,-4,0,0,0.5,4,0,0.01,0.01,
70,B,3,Blue,5,-4,0,4,0,8,0.00999999,1.999997,0.32,1.679997,-4,0,0,0.5,4,0,0.01,0.01,
70,B,4,Blue,6,0.62,0.4225,0.63,0.42125,0.00999999,0.00999999,0.002109373,4.99999E-07,0.002108873,-4,0,0,0.5,4,0,0.01,0.01,
70,B,5,Red,3,3.99,0.001249999,4,0,0.00999999,0.00999999,3.124994E-06,4.99999E-07,2.624995E-06,-4,0,0,0.5,4,0,0.01,0.01,
70,B,6,Red,4,-4,0,3.81,0.02375001,7.81,0.00999999,1.995634,0.3049805,1.690654,-4,0,0,0.5,4,0,0.01,0.01,
70,B,7,Red,1,-4,0,1.13,0.35875,5.13,5.13,0.7425969,0.1315845,0.6110123,-4,0,0,0.5,4,0,0.01,0.01,
70,B,8,Red,2,-4,0,-3.99,0.001249999,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
71,B,1,Blue,7,-4,0,-3.99,0.001249999,0.00999999,0.00999999,3.124994E-06,4.99999E-07,2.624995E-06,-4,0,0,0.5,4,0,0.01,0.01,
71,B,2,Blue,8,-2.3,0.2125,2.45,0.19375,4.75,3.43,1.016934,0.1128125,0.9041219,-4,0,0,0.5,4,0,0.01,0.01,
71,B,3,Blue,5,-4,0,-0.93,0.38375,3.07,0,0.5890562,0.0471245,0.5419317,-4,0,0,0.5,4,0,0.01,0.01,
71,B,4,Blue,6,-4,0,4,0,8,0.00999999,1.999878,0.32,1.679878,-4,0,0,0.5,4,0,0.01,0.01,
71,B,5,Red,3,3.99,0.001249999,4,0,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
71,B,6,Red,4,3.8,0.02500001,3.81,0.02375001,0.00999999,0.00999999,0.0001218749,4.99999E-07,0.0001213749,-4,0,0,0.5,4,0,0.01,0.01,
71,B,7,Red,1,-4,0,-3.99,0.001249999,0.00999999,0.00999999,3.124994E-06,4.99999E-07,2.624995E-06,-4,0,0,0.5,4,0,0.01,0.01,
71,B,8,Red,2,-4,0,1.13,0.35875,5.13,3.43,0.8329094,0.1315845,0.7013249,-4,0,0,0.5,4,0,0.01,0.01,
72,B,1,Blue,7,-4,0,4,0,8,0.55,1.990547,0.32,1.670547,-4,0,0,0.5,4,0,0.01,0.01,
72,B,2,Blue,8,-2.3,0.2125,-2.29,0.21375,0.00999999,0.00999999,0.001065624,4.99999E-07,0.001065124,-4,0,0,0.5,4,0,0.01,0.01,
72,B,3,Blue,5,-4,0,4,0,8,0.00999999,1.999997,0.32,1.679997,-4,0,0,0.5,4,0,0.01,0.01,
72,B,4,Blue,6,-4,0,4,0,8,7.81,1.001128,0.32,0.6811282,-4,0,0,0.5,4,0,0.01,0.01,
72,B,5,Red,3,3.99,0.001249999,4,0,0.00999999,0.00999999,3.124994E-06,4.99999E-07,2.624995E-06,-4,0,0,0.5,4,0,0.01,0.01,
72,B,6,Red,4,-4,0,3.81,0.02375001,7.81,7.81,0.9988719,0.3049805,0.6938914,-4,0,0,0.5,4,0,0.01,0.01,
72,B,7,Red,1,3.45,0.06874999,4,0,0.55,0.55,0.009453123,0.0015125,0.007940624,-4,0,0,0.5,4,0,0.01,0.01,
72,B,8,Red,2,-4,0,4,0,8,0.00999999,1.998934,0.32,1.678934,-4,0,0,0.5,4,0,0.01,0.01,
73,B,1,Blue,7,-4,0,-2.14,0.2325,1.86,1.24,0.168175,0.017298,0.150877,-4,0,0,0.5,4,0,0.01,0.01,
73,B,2,Blue,8,-2.3,0.2125,-2.29,0.21375,0.00999999,0,0.002131248,4.99999E-07,0.002130748,-4,0,0,0.5,4,0,0.01,0.01,
73,B,3,Blue,5,-1.39,0.32625,4,0,5.39,5.39,0.7871219,0.1452605,0.6418614,-4,0,0,0.5,4,0,0.01,0.01,
73,B,4,Blue,6,3.99,0.001249999,4,0,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
73,B,5,Red,3,-4,0,4,0,8,5.39,1.212878,0.32,0.8928782,-4,0,0,0.5,4,0,0.01,0.01,
73,B,6,Red,4,-4,0,0.71,0.41125,4.71,0,1.323494,0.1109205,1.212573,-4,0,0,0.5,4,0,0.01,0.01,
73,B,7,Red,1,-4,0,-2.76,0.155,1.24,1.24,0.04805,0.007688,0.040362,-4,0,0,0.5,4,0,0.01,0.01,
73,B,8,Red,2,3.45,0.06874999,4,0,0.55,0,0.01890625,0.0015125,0.01739375,-4,0,0,0.5,4,0,0.01,0.01,
74,B,1,Blue,7,3.99,0.001249999,4,0,0.00999999,0.00999999,3.124994E-06,4.99999E-07,2.624995E-06,-4,0,0,0.5,4,0,0.01,0.01,
74,B,2,Blue,8,-4,0,-2.29,0.21375,1.71,1.71,0.09137813,0.0146205,0.07675763,-4,0,0,0.5,4,0,0.01,0.01,
74,B,3,Blue,5,-4,0,2.21,0.22375,6.21,6.21,0.8998719,0.1928205,0.7070514,-4,0,0,0.5,4,0,0.01,0.01,
74,B,4,Blue,6,3.99,0.001249999,4,0,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
74,B,5,Red,3,-4,0,4,0,8,6.21,1.100128,0.32,0.7801282,-4,0,0,0.5,4,0,0.01,0.01,
74,B,6,Red,4,0.7,0.4125,0.71,0.41125,0.00999999,0,0.004118746,4.99999E-07,0.004118246,-4,0,0,0.5,4,0,0.01,0.01,
74,B,7,Red,1,3.5,0.0625,4,0,0.5,0.00999999,0.01562187,0.00125,0.01437187,-4,0,0,0.5,4,0,0.01,0.01,
74,B,8,Red,2,-4,0,4,0,8,1.71,1.908622,0.32,1.588622,-4,0,0,0.5,4,0,0.01,0.01,
75,B,1,Blue,7,3.99,0.001249999,4,0,0.00999999,0.00999999,3.124994E-06,4.99999E-07,2.624995E-06,-4,0,0,0.5,4,0,0.01,0.01,
75,B,2,Blue,8,-4,0,-3.99,0.001249999,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
75,B,3,Blue,5,2.2,0.225,2.21,0.22375,0.00999999,0,0.002243748,4.99999E-07,0.002243248,-4,0,0,0.5,4,0,0.01,0.01,
75,B,4,Blue,6,3.99,0.001249999,4,0,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
75,B,5,Red,3,-4,0,-3.99,0.001249999,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
75,B,6,Red,4,0.7,0.4125,0.71,0.41125,0.00999999,0,0.004118746,4.99999E-07,0.004118246,-4,0,0,0.5,4,0,0.01,0.01,
75,B,7,Red,1,-4,0,4,0,8,0.00999999,1.999997,0.32,1.679997,-4,0,0,0.5,4,0,0.01,0.01,
75,B,8,Red,2,3.5,0.0625,4,0,0.5,0,0.015625,0.00125,0.014375,-4,0,0,0.5,4,0,0.01,0.01,
76,B,1,Blue,7,1.33,0.33375,4,0,2.67,0,0.4455563,0.0356445,0.4099118,-4,0,0,0.5,4,0,0.01,0.01,
76,B,2,Blue,8,-4,0,0.4,0.45,4.4,4.4,0.595,0.0968,0.4982,-4,0,0,0.5,4,0,0.01,0.01,
76,B,3,Blue,5,-4,0,2.21,0.22375,6.21,0.00999999,1.799741,0.1928205,1.60692,-4,0,0,0.5,4,0,0.01,0.01,
76,B,4,Blue,6,0.07,0.49125,0.08,0.49,0.009999998,0,0.004906249,4.999998E-07,0.004905749,-4,0,0,0.5,4,0,0.01,0.01,
76,B,5,Red,3,-4,0,-3.99,0.001249999,0.00999999,0.00999999,3.124994E-06,4.99999E-07,2.624995E-06,-4,0,0,0.5,4,0,0.01,0.01,
76,B,6,Red,4,0.7,0.4125,0.71,0.41125,0.00999999,0,0.004118746,4.99999E-07,0.004118246,-4,0,0,0.5,4,0,0.01,0.01,
76,B,7,Red,1,-4,0,-3.99,0.001249999,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
76,B,8,Red,2,-4,0,4,0,8,4.4,1.405,0.32,1.085,-4,0,0,0.5,4,0,0.01,0.01,
77,B,1,Blue,7,3.99,0.001249999,4,0,0.00999999,0.00999999,3.124994E-06,4.99999E-07,2.624995E-06,-4,0,0,0.5,4,0,0.01,0.01,
77,B,2,Blue,8,-3.39,0.07624999,0.4,0.45,3.79,0,1.166744,0.0718205,1.094923,-4,0,0,0.5,4,0,0.01,0.01,
77,B,3,Blue,5,-4,0,2.57,0.17875,6.57,5.68,1.040394,0.2158245,0.8245692,-4,0,0,0.5,4,0,0.01,0.01,
77,B,4,Blue,6,-3.12,0.11,0.08,0.49,3.2,0,0.9912,0.05119999,0.94,-4,0,0,0.5,4,0,0.01,0.01,
77,B,5,Red,3,-4,0,1.68,0.29,5.68,5.68,0.8318,0.161312,0.670488,-4,0,0,0.5,4,0,0.01,0.01,
77,B,6,Red,4,0.7,0.4125,0.71,0.41125,0.00999999,0,0.004118746,4.99999E-07,0.004118246,-4,0,0,0.5,4,0,0.01,0.01,
77,B,7,Red,1,-4,0,4,0,8,0.00999999,1.999997,0.32,1.679997,-4,0,0,0.5,4,0,0.01,0.01,
77,B,8,Red,2,-4,0,-3.99,0.001249999,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
78,B,1,Blue,7,-4,0,4,0,8,0.7,1.984687,0.32,1.664687,-4,0,0,0.5,4,0,0.01,0.01,
78,B,2,Blue,8,0.39,0.45125,0.4,0.45,0.01000002,0.01000002,0.00225313,5.00002E-07,0.00225263,-4,0,0,0.5,4,0,0.01,0.01,
78,B,3,Blue,5,1.79,0.27625,2.57,0.17875,0.78,0.78,0.088725,0.003042,0.085683,-4,0,0,0.5,4,0,0.01,0.01,
78,B,4,Blue,6,-1.77,0.27875,0.08,0.49,1.85,1.85,0.3643969,0.0171125,0.3472844,-4,0,0,0.5,4,0,0.01,0.01,
78,B,5,Red,3,-4,0,4,0,8,0.78,1.911275,0.32,1.591275,-4,0,0,0.5,4,0,0.01,0.01,
78,B,6,Red,4,-4,0,0.71,0.41125,4.71,1.85,0.9590968,0.1109205,0.8481764,-4,0,0,0.5,4,0,0.01,0.01,
78,B,7,Red,1,3.3,0.08750001,4,0,0.7,0.7,0.0153125,0.00245,0.0128625,-4,0,0,0.5,4,0,0.01,0.01,
78,B,8,Red,2,-4,0,4,0,8,0.01000002,1.997747,0.32,1.677747,-4,0,0,0.5,4,0,0.01,0.01,
79,B,1,Blue,7,-4,0,-2.08,0.24,1.92,0.8600001,0.1503125,0.018432,0.1318805,-4,0,0,0.5,4,0,0.01,0.01,
79,B,2,Blue,8,-4,0,0.4,0.45,4.4,0,1.19,0.0968,1.0932,-4,0,0,0.5,4,0,0.01,0.01,
79,B,3,Blue,5,2.29,0.21375,2.3,0.2125,0.00999999,0,0.002131248,4.99999E-07,0.002130748,-4,0,0,0.5,4,0,0.01,0.01,
79,B,4,Blue,6,-3.43,0.07124999,-3.42,0.07249999,0.00999999,0.00999999,0.0003593746,4.99999E-07,0.0003588746,-4,0,0,0.5,4,0,0.01,0.01,
79,B,5,Red,3,2.57,0.17875,4,0,1.43,0,0.1278063,0.0102245,0.1175818,-4,0,0,0.5,4,0,0.01,0.01,
79,B,6,Red,4,-4,0,-2.04,0.245,1.96,0.00999999,0.2397406,0.019208,0.2205326,-4,0,0,0.5,4,0,0.01,0.01,
79,B,7,Red,1,-2.94,0.1325,4,0,6.94,0.8600001,1.849687,0.240818,1.608869,-4,0,0,0.5,4,0,0.01,0.01,
79,B,8,Red,2,3.3,0.08750001,4,0,0.7,0,0.030625,0.00245,0.028175,-4,0,0,0.5,4,0,0.01,0.01,
80,B,1,Blue,7,-4,0,-3.99,0.001249999,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
80,B,2,Blue,8,-4,0,4,0,8,6.94,1.035113,0.32,0.7151125,-4,0,0,0.5,4,0,0.01,0.01,
80,B,3,Blue,5,2.29,0.21375,2.3,0.2125,0.00999999,0.00999999,0.001065624,4.99999E-07,0.001065124,-4,0,0,0.5,4,0,0.01,0.01,
80,B,4,Blue,6,3.99,0.001249999,4,0,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
80,B,5,Red,3,-4,0,4,0,8,0.00999999,1.998934,0.32,1.678934,-4,0,0,0.5,4,0,0.01,0.01,
80,B,6,Red,4,-4,0,-3.99,0.001249999,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
80,B,7,Red,1,-2.94,0.1325,-2.93,0.13375,0.00999999,0,0.001331249,4.99999E-07,0.001330749,-4,0,0,0.5,4,0,0.01,0.01,
80,B,8,Red,2,-2.94,0.1325,4,0,6.94,6.94,0.9648875,0.240818,0.7240695,-4,0,0,0.5,4,0,0.01,0.01,
81,B,1,Blue,7,-4,0,-3.99,0.001249999,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
81,B,2,Blue,8,3.99,0.001249999,4,0,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
81,B,3,Blue,5,2.29,0.21375,4,0,1.71,1.71,0.09137813,0.0146205,0.07675763,-4,0,0,0.5,4,0,0.01,0.01,
81,B,4,Blue,6,-4,0,4,0,8,0.67,1.916878,0.32,1.596878,-4,0,0,0.5,4,0,0.01,0.01,
81,B,5,Red,3,-4,0,4,0,8,1.71,1.908622,0.32,1.588622,-4,0,0,0.5,4,0,0.01,0.01,
81,B,6,Red,4,1.68,0.29,2.35,0.20625,0.67,0.67,0.08312187,0.0022445,0.08087737,-4,0,0,0.5,4,0,0.01,0.01,
81,B,7,Red,1,-2.94,0.1325,-2.93,0.13375,0.00999999,0,0.001331249,4.99999E-07,0.001330749,-4,0,0,0.5,4,0,0.01,0.01,
81,B,8,Red,2,-2.94,0.1325,-2.93,0.13375,0.00999999,0,0.001331249,4.99999E-07,0.001330749,-4,0,0,0.5,4,0,0.01,0.01,
82,B,1,Blue,7,-4,0,-3.99,0.001249999,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
82,B,2,Blue,8,3.99,0.001249999,4,0,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
82,B,3,Blue,5,-3.01,0.12375,4,0,7.01,7.01,0.9693719,0.2457005,0.7236713,-4,0,0,0.5,4,0,0.01,0.01,
82,B,4,Blue,6,3.99,0.001249999,4,0,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
82,B,5,Red,3,-4,0,4,0,8,7.01,1.030628,0.32,0.7106281,-4,0,0,0.5,4,0,0.01,0.01,
82,B,6,Red,4,1.99,0.25125,2,0.25,0.00999999,0,0.002506247,4.99999E-07,0.002505748,-4,0,0,0.5,4,0,0.01,0.01,
82,B,7,Red,1,-2.94,0.1325,-2.93,0.13375,0.00999999,0,0.001331249,4.99999E-07,0.001330749,-4,0,0,0.5,4,0,0.01,0.01,
82,B,8,Red,2,-2.94,0.1325,-2.93,0.13375,0.00999999,0,0.001331249,4.99999E-07,0.001330749,-4,0,0,0.5,4,0,0.01,0.01,
83,B,1,Blue,7,-4,0,4,0,8,1.56,1.883975,0.32,1.563975,-4,0,0,0.5,4,0,0.01,0.01,
83,B,2,Blue,8,-2.68,0.165,4,0,6.68,0,1.8911,0.223112,1.667988,-4,0,0,0.5,4,0,0.01,0.01,
83,B,3,Blue,5,-3.32,0.08500001,4,0,7.32,0.00999999,1.971097,0.267912,1.703185,-4,0,0,0.5,4,0,0.01,0.01,
83,B,4,Blue,6,-4,0,4,0,8,0.00999999,1.998747,0.32,1.678747,-4,0,0,0.5,4,0,0.01,0.01,
83,B,5,Red,3,3.99,0.001249999,4,0,0.00999999,0.00999999,3.124994E-06,4.99999E-07,2.624995E-06,-4,0,0,0.5,4,0,0.01,0.01,
83,B,6,Red,4,1.99,0.25125,2,0.25,0.00999999,0.00999999,0.001253124,4.99999E-07,0.001252624,-4,0,0,0.5,4,0,0.01,0.01,
83,B,7,Red,1,-3.59,0.05125001,-2.03,0.24625,1.56,1.56,0.116025,0.012168,0.103857,-4,0,0,0.5,4,0,0.01,0.01,
83,B,8,Red,2,-2.94,0.1325,-2.93,0.13375,0.00999999,0,0.001331249,4.99999E-07,0.001330749,-4,0,0,0.5,4,0,0.01,0.01,
84,B,1,Blue,7,3.99,0.001249999,4,0,0.00999999,0.00999999,3.124994E-06,4.99999E-07,2.624995E-06,-4,0,0,0.5,4,0,0.01,0.01,
84,B,2,Blue,8,-4,0,4,0,8,0.00999999,1.998772,0.32,1.678772,-4,0,0,0.5,4,0,0.01,0.01,
84,B,3,Blue,5,-3.32,0.08500001,0.26,0.4675,3.58,0,1.096875,0.064082,1.032793,-4,0,0,0.5,4,0,0.01,0.01,
84,B,4,Blue,6,3.99,0.001249999,4,0,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
84,B,5,Red,3,3.99,0.001249999,4,0,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
84,B,6,Red,4,-3.1,0.1125,2,0.25,5.1,0,1.699375,0.13005,1.569325,-4,0,0,0.5,4,0,0.01,0.01,
84,B,7,Red,1,-2.04,0.245,4,0,6.04,0.00999999,1.759897,0.182408,1.577489,-4,0,0,0.5,4,0,0.01,0.01,
84,B,8,Red,2,-2.04,0.245,-2.03,0.24625,0.00999999,0.00999999,0.001228124,4.99999E-07,0.001227624,-4,0,0,0.5,4,0,0.01,0.01,
85,B,1,Blue,7,3.99,0.001249999,4,0,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
85,B,2,Blue,8,-4,0,4,0,8,7.08,1.02645,0.32,0.7064499,-4,0,0,0.5,4,0,0.01,0.01,
85,B,3,Blue,5,0.25,0.46875,0.26,0.4675,0.00999999,0,0.004681245,4.99999E-07,0.004680745,-4,0,0,0.5,4,0,0.01,0.01,
85,B,4,Blue,6,3.99,0.001249999,4,0,0.00999999,0.00999999,3.124994E-06,4.99999E-07,2.624995E-06,-4,0,0,0.5,4,0,0.01,0.01,
85,B,5,Red,3,3.99,0.001249999,4,0,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
85,B,6,Red,4,-3.1,0.1125,4,0,7.1,0.00999999,1.949372,0.25205,1.697322,-4,0,0,0.5,4,0,0.01,0.01,
85,B,7,Red,1,-2.97,0.12875,3.81,0.02375001,6.78,0,1.931437,0.229842,1.701596,-4,0,0,0.5,4,0,0.01,0.01,
85,B,8,Red,2,-3.08,0.115,4,0,7.08,7.08,0.97355,0.250632,0.722918,-4,0,0,0.5,4,0,0.01,0.01,
86,B,1,Blue,7,1.3,0.3375,3.45,0.06874999,2.15,0,0.4367188,0.0231125,0.4136063,-4,0,0,0.5,4,0,0.01,0.01,
86,B,2,Blue,8,-4,0,4,0,8,6.78,1.034281,0.32,0.7142813,-4,0,0,0.5,4,0,0.01,0.01,
86,B,3,Blue,5,-4,0,0.26,0.4675,4.26,0,1.125775,0.09073801,1.035037,-4,0,0,0.5,4,0,0.01,0.01,
86,B,4,Blue,6,3.99,0.001249999,4,0,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
86,B,5,Red,3,3.99,0.001249999,4,0,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
86,B,6,Red,4,-3.1,0.1125,-3.09,0.11375,0.00999999,0,0.001131249,4.99999E-07,0.001130749,-4,0,0,0.5,4,0,0.01,0.01,
86,B,7,Red,1,-4,0,-2.9,0.1375,1.1,0,0.07562499,0.006049999,0.06957499,-4,0,0,0.5,4,0,0.01,0.01,
86,B,8,Red,2,-2.97,0.12875,3.81,0.02375001,6.78,6.78,0.9657187,0.229842,0.7358768,-4,0,0,0.5,4,0,0.01,0.01,
87,B,1,Blue,7,3.44,0.06999999,4,0,0.5599999,0,0.0196,0.001568,0.018032,-4,0,0,0.5,4,0,0.01,0.01,
87,B,2,Blue,8,-4,0,2.68,0.165,6.68,1.1,1.853287,0.223112,1.630175,-4,0,0,0.5,4,0,0.01,0.01,
87,B,3,Blue,5,-4,0,4,0,8,8,1,0.32,0.68,-4,0,0,0.5,4,0,0.01,0.01,
87,B,4,Blue,6,3.47,0.06625,4,0,0.53,0,0.01755625,0.0014045,0.01615175,-4,0,0,0.5,4,0,0.01,0.01,
87,B,5,Red,3,-4,0,4,0,8,8,1,0.32,0.68,-4,0,0,0.5,4,0,0.01,0.01,
87,B,6,Red,4,-4,0,-3.99,0.001249999,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
87,B,7,Red,1,1.95,0.25625,3.19,0.10125,1.24,0,0.22165,0.007688,0.213962,-4,0,0,0.5,4,0,0.01,0.01,
87,B,8,Red,2,-4,0,-2.9,0.1375,1.1,1.1,0.03781249,0.006049999,0.0317625,-4,0,0,0.5,4,0,0.01,0.01,
88,B,1,Blue,7,3.99,0.001249999,4,0,0.00999999,0.00999999,3.124994E-06,4.99999E-07,2.624995E-06,-4,0,0,0.5,4,0,0.01,0.01,
88,B,2,Blue,8,2.67,0.16625,2.68,0.165,0.00999999,0.00999999,0.0008281242,4.99999E-07,0.0008276242,-4,0,0,0.5,4,0,0.01,0.01,
88,B,3,Blue,5,-4,0,0,0.5,4,4,0.5,0.08,0.42,-4,0,0,0.5,4,0,0.01,0.01,
88,B,4,Blue,6,-3.5,0.0625,4,0,7.5,0,1.984375,0.28125,1.703125,-4,0,0,0.5,4,0,0.01,0.01,
88,B,5,Red,3,-4,0,4,0,8,4,1.5,0.32,1.18,-4,0,0,0.5,4,0,0.01,0.01,
88,B,6,Red,4,-4,0,-3.99,0.001249999,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
88,B,7,Red,1,-4,0,4,0,8,0.00999999,1.999997,0.32,1.679997,-4,0,0,0.5,4,0,0.01,0.01,
88,B,8,Red,2,-4,0,3.19,0.10125,7.19,0.00999999,1.958166,0.2584805,1.699685,-4,0,0,0.5,4,0,0.01,0.01,
89,B,1,Blue,7,2.45,0.19375,2.46,0.1925,0.00999999,0.00999999,0.0009656241,4.99999E-07,0.0009651241,-4,0,0,0.5,4,0,0.01,0.01,
89,B,2,Blue,8,2.67,0.16625,4,0,1.33,1.33,0.05527812,0.008844499,0.04643362,-4,0,0,0.5,4,0,0.01,0.01,
89,B,3,Blue,5,-2.26,0.2175,4,0,6.26,0,1.810775,0.195938,1.614837,-4,0,0,0.5,4,0,0.01,0.01,
89,B,4,Blue,6,-4,0,4,0,8,8,1,0.32,0.68,-4,0,0,0.5,4,0,0.01,0.01,
89,B,5,Red,3,-4,0,-3.99,0.001249999,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
89,B,6,Red,4,-4,0,4,0,8,8,1,0.32,0.68,-4,0,0,0.5,4,0,0.01,0.01,
89,B,7,Red,1,-4,0,4,0,8,0.00999999,1.999034,0.32,1.679034,-4,0,0,0.5,4,0,0.01,0.01,
89,B,8,Red,2,-4,0,4,0,8,1.33,1.944722,0.32,1.624722,-4,0,0,0.5,4,0,0.01,0.01,
90,B,1,Blue,7,2.45,0.19375,2.46,0.1925,0.00999999,0.00999999,0.0009656241,4.99999E-07,0.0009651241,-4,0,0,0.5,4,0,0.01,0.01,
90,B,2,Blue,8,3.99,0.001249999,4,0,0.00999999,0.00999999,3.124994E-06,4.99999E-07,2.624995E-06,-4,0,0,0.5,4,0,0.01,0.01,
90,B,3,Blue,5,-2.26,0.2175,4,0,6.26,0,1.810775,0.195938,1.614837,-4,0,0,0.5,4,0,0.01,0.01,
90,B,4,Blue,6,-4,0,-3.99,0.001249999,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
90,B,5,Red,3,-4,0,-3.99,0.001249999,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
90,B,6,Red,4,3.99,0.001249999,4,0,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
90,B,7,Red,1,-4,0,4,0,8,0.00999999,1.999034,0.32,1.679034,-4,0,0,0.5,4,0,0.01,0.01,
90,B,8,Red,2,-4,0,4,0,8,0.00999999,1.999997,0.32,1.679997,-4,0,0,0.5,4,0,0.01,0.01,
91,B,1,Blue,7,-4,0,2.46,0.1925,6.46,0.00999999,1.851772,0.208658,1.643114,-4,0,0,0.5,4,0,0.01,0.01,
91,B,2,Blue,8,3.99,0.001249999,4,0,0.00999999,0.00999999,3.124994E-06,4.99999E-07,2.624995E-06,-4,0,0,0.5,4,0,0.01,0.01,
91,B,3,Blue,5,-1.62,0.2975,4,0,5.62,0.1799999,1.618187,0.157922,1.460265,-4,0,0,0.5,4,0,0.01,0.01,
91,B,4,Blue,6,-4,0,-3.99,0.001249999,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
91,B,5,Red,3,-4,0,-1.44,0.32,2.56,0.1799999,0.3818125,0.032768,0.3490445,-4,0,0,0.5,4,0,0.01,0.01,
91,B,6,Red,4,1.59,0.30125,4,0,2.41,0,0.3630062,0.02904049,0.3339657,-4,0,0,0.5,4,0,0.01,0.01,
